ID_Motif,Support,Document,Structure_Abstraite,Exemples_du_Texte
12,70,FR100255,[EVENT_BEFORE_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_N/A_ACTUAL_POS] | [EVENT_BEFORE_N/A_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_N/A_ACTUAL_POS],"""grossesse"" --(CONTAINS)--> ""admise"" | ""admise"" --(BEFORE)--> ""examen"""
12,70,FR100275,[EVENT_BEFORE_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_N/A_ACTUAL_POS] | [EVENT_BEFORE_N/A_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_N/A_ACTUAL_POS],"""ouverts"" --(CONTAINS)--> ""arrivée"" | ""arrivée"" --(BEFORE)--> ""établi"""
12,70,FR100276,[EVENT_BEFORE_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_N/A_ACTUAL_POS] | [EVENT_BEFORE_N/A_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_N/A_ACTUAL_POS],"""signe"" --(CONTAINS)--> ""posé"" | ""posé"" --(BEFORE)--> ""application"""
12,70,FR100282,[EVENT_BEFORE_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_N/A_ACTUAL_POS] | [EVENT_BEFORE_N/A_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_N/A_ACTUAL_POS],"""lésions"" --(CONTAINS)--> ""scanner"" | ""scanner"" --(BEFORE)--> ""conclus"""
12,70,FR100283,[EVENT_BEFORE_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_N/A_ACTUAL_POS] | [EVENT_BEFORE_N/A_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_N/A_ACTUAL_POS],"""consulté"" --(CONTAINS)--> ""bilan"" | ""bilan"" --(BEFORE)--> ""IRM"""
12,70,FR100296,[EVENT_BEFORE_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_N/A_ACTUAL_POS] | [EVENT_BEFORE_N/A_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_N/A_ACTUAL_POS],"""phénomènes"" --(CONTAINS)--> ""examen"" | ""examen"" --(BEFORE)--> ""IRM"""
12,70,FR100314,[EVENT_BEFORE_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_N/A_ACTUAL_POS] | [EVENT_BEFORE_N/A_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_N/A_ACTUAL_POS],"""thrombose"" --(CONTAINS)--> ""angio-scanner"" | ""angio-scanner"" --(BEFORE)--> ""amputation"""
12,70,FR100344,[EVENT_BEFORE_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_N/A_ACTUAL_POS] | [EVENT_BEFORE_N/A_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_N/A_ACTUAL_POS],"""implanté"" --(CONTAINS)--> ""laissé"" | ""laissé"" --(BEFORE)--> ""délivrance"""
12,70,FR100346,[EVENT_BEFORE_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_N/A_ACTUAL_POS] | [EVENT_BEFORE_N/A_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_N/A_ACTUAL_POS],"""pouls"" --(CONTAINS)--> ""examen"" | ""examen"" --(BEFORE)--> ""gazométrie"""
12,70,FR100360,[EVENT_BEFORE_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_N/A_ACTUAL_POS] | [EVENT_BEFORE_N/A_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_N/A_ACTUAL_POS],"""bilan"" --(CONTAINS)--> ""tomodensitométrie"" | ""tomodensitométrie"" --(BEFORE)--> ""radiothérapie"""
12,70,FR100361,[EVENT_BEFORE_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_N/A_ACTUAL_POS] | [EVENT_BEFORE_N/A_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_N/A_ACTUAL_POS],"""contexte"" --(CONTAINS)--> ""admise"" | ""admise"" --(BEFORE)--> ""examen"""
12,70,FR100371,[EVENT_BEFORE_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_N/A_ACTUAL_POS] | [EVENT_BEFORE_N/A_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_N/A_ACTUAL_POS],"""taux"" --(CONTAINS)--> ""bilan"" | ""bilan"" --(BEFORE)--> ""bilan"""
12,70,FR100400,[EVENT_BEFORE_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_N/A_ACTUAL_POS] | [EVENT_BEFORE_N/A_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_N/A_ACTUAL_POS],"""masse"" --(CONTAINS)--> ""scanner"" | ""scanner"" --(BEFORE)--> ""diagnostic"""
12,70,FR100439,[EVENT_BEFORE_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_N/A_ACTUAL_POS] | [EVENT_BEFORE_N/A_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_N/A_ACTUAL_POS],"""disparition"" --(CONTAINS)--> ""nasofibroscopie"" | ""nasofibroscopie"" --(BEFORE)--> ""contrôles"""
12,70,FR100453,[EVENT_BEFORE_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_N/A_ACTUAL_POS] | [EVENT_BEFORE_N/A_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_N/A_ACTUAL_POS],"""développement"" --(CONTAINS)--> ""examen"" | ""examen"" --(BEFORE)--> ""radiographies"""
12,70,FR100480,[EVENT_BEFORE_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_N/A_ACTUAL_POS] | [EVENT_BEFORE_N/A_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_N/A_ACTUAL_POS],"""extension"" --(CONTAINS)--> ""imagerie"" | ""imagerie"" --(BEFORE)--> ""bilan"""
12,70,FR100510,[EVENT_BEFORE_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_N/A_ACTUAL_POS] | [EVENT_BEFORE_N/A_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_N/A_ACTUAL_POS],"""masse"" --(CONTAINS)--> ""examen"" | ""examen"" --(BEFORE)--> ""examen"""
12,70,FR100515,[EVENT_BEFORE_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_N/A_ACTUAL_POS] | [EVENT_BEFORE_N/A_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_N/A_ACTUAL_POS],"""déficit"" --(CONTAINS)--> ""testing"" | ""testing"" --(BEFORE)--> ""dosage"""
12,70,FR100517,[EVENT_BEFORE_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_N/A_ACTUAL_POS] | [EVENT_BEFORE_N/A_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_N/A_ACTUAL_POS],"""enzymes"" --(CONTAINS)--> ""bilan"" | ""bilan"" --(BEFORE)--> ""électromyogramme"""
12,70,FR100519,[EVENT_BEFORE_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_N/A_ACTUAL_POS] | [EVENT_BEFORE_N/A_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_N/A_ACTUAL_POS],"""opacité"" --(CONTAINS)--> ""bilan"" | ""bilan"" --(BEFORE)--> ""angioscanner"""
12,70,FR100579,[EVENT_BEFORE_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_N/A_ACTUAL_POS] | [EVENT_BEFORE_N/A_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_N/A_ACTUAL_POS],"""consulte"" --(CONTAINS)--> ""radiographie"" | ""radiographie"" --(BEFORE)--> ""échocardiographie"""
12,70,FR100589,[EVENT_BEFORE_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_N/A_ACTUAL_POS] | [EVENT_BEFORE_N/A_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_N/A_ACTUAL_POS],"""adénopathie"" --(CONTAINS)--> ""reste"" | ""reste"" --(BEFORE)--> ""radiographie"""
12,70,FR100597,[EVENT_BEFORE_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_N/A_ACTUAL_POS] | [EVENT_BEFORE_N/A_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_N/A_ACTUAL_POS],"""hypervascularisation"" --(CONTAINS)--> ""échographie"" | ""échographie"" --(BEFORE)--> ""étayer"""
12,70,FR100603,[EVENT_BEFORE_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_N/A_ACTUAL_POS] | [EVENT_BEFORE_N/A_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_N/A_ACTUAL_POS],"""staphylococcus"" --(CONTAINS)--> ""hémocultures"" | ""hémocultures"" --(BEFORE)--> ""évolution"""
12,70,FR100611,[EVENT_BEFORE_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_N/A_ACTUAL_POS] | [EVENT_BEFORE_N/A_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_N/A_ACTUAL_POS],"""glycémie"" --(CONTAINS)--> ""étude"" | ""étude"" --(BEFORE)--> ""examen"""
12,70,FR100614,[EVENT_BEFORE_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_N/A_ACTUAL_POS] | [EVENT_BEFORE_N/A_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_N/A_ACTUAL_POS],"""masse"" --(CONTAINS)--> ""examen"" | ""examen"" --(BEFORE)--> ""échographique"""
12,70,FR100620,[EVENT_BEFORE_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_N/A_ACTUAL_POS] | [EVENT_BEFORE_N/A_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_N/A_ACTUAL_POS],"""clarté"" --(CONTAINS)--> ""radiographie"" | ""radiographie"" --(BEFORE)--> ""drainage"""
12,70,FR100623,[EVENT_BEFORE_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_N/A_ACTUAL_POS] | [EVENT_BEFORE_N/A_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_N/A_ACTUAL_POS],"""douleur"" --(CONTAINS)--> ""consulté"" | ""consulté"" --(BEFORE)--> ""examen"""
12,70,FR100629,[EVENT_BEFORE_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_N/A_ACTUAL_POS] | [EVENT_BEFORE_N/A_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_N/A_ACTUAL_POS],"""sarcome"" --(CONTAINS)--> ""thoracoscopie"" | ""thoracoscopie"" --(BEFORE)--> ""marquage"""
12,70,FR100632,[EVENT_BEFORE_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_N/A_ACTUAL_POS] | [EVENT_BEFORE_N/A_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_N/A_ACTUAL_POS],"""anomalie"" --(CONTAINS)--> ""IRM"" | ""IRM"" --(BEFORE)--> ""IRM"""
12,70,FR100658,[EVENT_BEFORE_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_N/A_ACTUAL_POS] | [EVENT_BEFORE_N/A_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_N/A_ACTUAL_POS],"""sibilants"" --(CONTAINS)--> ""auscultation"" | ""auscultation"" --(BEFORE)--> ""examens"""
12,70,FR100663,[EVENT_BEFORE_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_N/A_ACTUAL_POS] | [EVENT_BEFORE_N/A_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_N/A_ACTUAL_POS],"""stable"" --(CONTAINS)--> ""examen"" | ""examen"" --(BEFORE)--> ""examen"""
12,70,FR100666,[EVENT_BEFORE_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_N/A_ACTUAL_POS] | [EVENT_BEFORE_N/A_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_N/A_ACTUAL_POS],"""localisations"" --(CONTAINS)--> ""bilan"" | ""bilan"" --(BEFORE)--> ""classé"""
12,70,FR100683,[EVENT_BEFORE_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_N/A_ACTUAL_POS] | [EVENT_BEFORE_N/A_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_N/A_ACTUAL_POS],"""créatinine"" --(CONTAINS)--> ""exploration"" | ""exploration"" --(BEFORE)--> ""exploration"""
12,70,FR100688,[EVENT_BEFORE_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_N/A_ACTUAL_POS] | [EVENT_BEFORE_N/A_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_N/A_ACTUAL_POS],"""consulté"" --(CONTAINS)--> ""examen"" | ""examen"" --(BEFORE)--> ""examen"""
12,70,FR100689,[EVENT_BEFORE_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_N/A_ACTUAL_POS] | [EVENT_BEFORE_N/A_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_N/A_ACTUAL_POS],"""positive"" --(CONTAINS)--> ""PCR"" | ""PCR"" --(BEFORE)--> ""scanner"""
12,70,FR100697,[EVENT_BEFORE_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_N/A_ACTUAL_POS] | [EVENT_BEFORE_N/A_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_N/A_ACTUAL_POS],"""rétraction"" --(CONTAINS)--> ""mammographie"" | ""mammographie"" --(BEFORE)--> ""échographie"""
12,70,FR100708,[EVENT_BEFORE_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_N/A_ACTUAL_POS] | [EVENT_BEFORE_N/A_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_N/A_ACTUAL_POS],"""collection"" --(CONTAINS)--> ""échographie"" | ""échographie"" --(BEFORE)--> ""ponction"""
12,70,FR100717,[EVENT_BEFORE_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_N/A_ACTUAL_POS] | [EVENT_BEFORE_N/A_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_N/A_ACTUAL_POS],"""Lasègue"" --(CONTAINS)--> ""examen"" | ""examen"" --(BEFORE)--> ""examens"""
12,70,FR100748,[EVENT_BEFORE_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_N/A_ACTUAL_POS] | [EVENT_BEFORE_N/A_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_N/A_ACTUAL_POS],"""intervention"" --(CONTAINS)--> ""mobilisation"" | ""mobilisation"" --(BEFORE)--> ""suites"""
12,70,FR100766,[EVENT_BEFORE_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_N/A_ACTUAL_POS] | [EVENT_BEFORE_N/A_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_N/A_ACTUAL_POS],"""prolabé"" --(CONTAINS)--> ""examen"" | ""examen"" --(BEFORE)--> ""hospitalisation"""
12,70,FR100780,[EVENT_BEFORE_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_N/A_ACTUAL_POS] | [EVENT_BEFORE_N/A_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_N/A_ACTUAL_POS],"""anamnèse"" --(CONTAINS)--> ""examen"" | ""examen"" --(BEFORE)--> ""toucher"""
12,70,FR100806,[EVENT_BEFORE_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_N/A_ACTUAL_POS] | [EVENT_BEFORE_N/A_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_N/A_ACTUAL_POS],"""dédifférenciés"" --(CONTAINS)--> ""échographies"" | ""échographies"" --(BEFORE)--> ""ponction"""
12,70,FR100814,[EVENT_BEFORE_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_N/A_ACTUAL_POS] | [EVENT_BEFORE_N/A_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_N/A_ACTUAL_POS],"""processus"" --(CONTAINS)--> ""IRM"" | ""IRM"" --(BEFORE)--> ""diagnostic"""
12,70,FR100826,[EVENT_BEFORE_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_N/A_ACTUAL_POS] | [EVENT_BEFORE_N/A_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_N/A_ACTUAL_POS],"""termine"" --(CONTAINS)--> ""bilan"" | ""bilan"" --(BEFORE)--> ""bilan"""
12,70,FR100845,[EVENT_BEFORE_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_N/A_ACTUAL_POS] | [EVENT_BEFORE_N/A_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_N/A_ACTUAL_POS],"""carde"" --(CONTAINS)--> ""examen"" | ""examen"" --(BEFORE)--> ""examen"""
12,70,FR100849,[EVENT_BEFORE_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_N/A_ACTUAL_POS] | [EVENT_BEFORE_N/A_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_N/A_ACTUAL_POS],"""IMC"" --(CONTAINS)--> ""admission"" | ""admission"" --(BEFORE)--> ""tomodensitométrie"""
12,70,FR100870,[EVENT_BEFORE_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_N/A_ACTUAL_POS] | [EVENT_BEFORE_N/A_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_N/A_ACTUAL_POS],"""cellules"" --(CONTAINS)--> ""biopsie"" | ""biopsie"" --(BEFORE)--> ""retenu"""
12,70,FR100874,[EVENT_BEFORE_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_N/A_ACTUAL_POS] | [EVENT_BEFORE_N/A_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_N/A_ACTUAL_POS],"""protéine"" --(CONTAINS)--> ""hémogramme"" | ""hémogramme"" --(BEFORE)--> ""fibroscopie"""
12,70,FR100882,[EVENT_BEFORE_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_N/A_ACTUAL_POS] | [EVENT_BEFORE_N/A_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_N/A_ACTUAL_POS],"""admission"" --(CONTAINS)--> ""examen"" | ""examen"" --(BEFORE)--> ""examen"""
12,70,FR100883,[EVENT_BEFORE_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_N/A_ACTUAL_POS] | [EVENT_BEFORE_N/A_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_N/A_ACTUAL_POS],"""admission"" --(CONTAINS)--> ""TDM"" | ""TDM"" --(BEFORE)--> ""biopsie"""
12,70,FR100894,[EVENT_BEFORE_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_N/A_ACTUAL_POS] | [EVENT_BEFORE_N/A_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_N/A_ACTUAL_POS],"""désinsertion"" --(CONTAINS)--> ""imagerie"" | ""imagerie"" --(BEFORE)--> ""prescrit"""
12,70,FR100903,[EVENT_BEFORE_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_N/A_ACTUAL_POS] | [EVENT_BEFORE_N/A_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_N/A_ACTUAL_POS],"""dilatées"" --(CONTAINS)--> ""échographie"" | ""échographie"" --(BEFORE)--> ""IRM"""
12,70,FR100921,[EVENT_BEFORE_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_N/A_ACTUAL_POS] | [EVENT_BEFORE_N/A_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_N/A_ACTUAL_POS],"""signe"" --(CONTAINS)--> ""palpation"" | ""palpation"" --(BEFORE)--> ""imagerie"""
12,70,FR100944,[EVENT_BEFORE_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_N/A_ACTUAL_POS] | [EVENT_BEFORE_N/A_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_N/A_ACTUAL_POS],"""végétations"" --(CONTAINS)--> ""échocardiographique"" | ""échocardiographique"" --(BEFORE)--> ""remplacement"""
12,70,FR100946,[EVENT_BEFORE_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_N/A_ACTUAL_POS] | [EVENT_BEFORE_N/A_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_N/A_ACTUAL_POS],"""IRM"" --(CONTAINS)--> ""prise"" | ""prise"" --(BEFORE)--> ""injection"""
12,70,FR100959,[EVENT_BEFORE_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_N/A_ACTUAL_POS] | [EVENT_BEFORE_N/A_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_N/A_ACTUAL_POS],"""admis"" --(CONTAINS)--> ""œsophagoscopie"" | ""œsophagoscopie"" --(BEFORE)--> ""Transit"""
12,70,FR100979,[EVENT_BEFORE_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_N/A_ACTUAL_POS] | [EVENT_BEFORE_N/A_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_N/A_ACTUAL_POS],"""grossesse"" --(CONTAINS)--> ""admise"" | ""admise"" --(BEFORE)--> ""accident"""
12,70,FR100996,[EVENT_BEFORE_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_N/A_ACTUAL_POS] | [EVENT_BEFORE_N/A_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_N/A_ACTUAL_POS],"""paroi"" --(CONTAINS)--> ""injection"" | ""injection"" --(BEFORE)--> ""retenu"""
12,70,FR100998,[EVENT_BEFORE_N/A_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_N/A_ACTUAL_POS] | [EVENT_BEFORE_N/A_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_N/A_ACTUAL_POS],"""lésions"" --(CONTAINS)--> ""diagnostic"" | ""diagnostic"" --(BEFORE)--> ""traitée"""
113,69,FR100003,[EVENT_BEFORE_N/A_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_N/A_ACTUAL_POS] | [EVENT_BEFORE_N/A_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_N/A_ACTUAL_POS],"""ponction"" --(BEFORE)--> ""examen"" | ""examen"" --(BEFORE)--> ""examen"""
113,69,FR100078,[EVENT_BEFORE_N/A_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_N/A_ACTUAL_POS] | [EVENT_BEFORE_N/A_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_N/A_ACTUAL_POS],"""examen"" --(BEFORE)--> ""doppler"" | ""doppler"" --(BEFORE)--> ""doppler"""
113,69,FR100092,[EVENT_BEFORE_N/A_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_N/A_ACTUAL_POS] | [EVENT_BEFORE_N/A_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_N/A_ACTUAL_POS],"""examen"" --(BEFORE)--> ""examen"" | ""examen"" --(BEFORE)--> ""échographie"""
113,69,FR100120,[EVENT_BEFORE_N/A_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_N/A_ACTUAL_POS] | [EVENT_BEFORE_N/A_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_N/A_ACTUAL_POS],"""rattaché"" --(BEFORE)--> ""traitement"" | ""traitement"" --(BEFORE)--> ""sailli"""
