ID_Motif,Support,Document,Structure_Abstraite,Mot_1,Relation_1,Mot_2,Relation_2,Mot_3,Relation_3,Mot_4,Relation_4,Mot_5,Relation_5,Mot_6,Relation_6,Mot_7
14,73,FR100003,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],granulome,CONTAINS,panoramique,BEFORE,ponction,,,,,,,,
14,73,FR100092,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],normal,CONTAINS,échographie,BEFORE,tableau,,,,,,,,
14,73,FR100092,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],grossesse,CONTAINS,étude,BEFORE,suites,,,,,,,,
14,73,FR100092,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],hémoglobine,CONTAINS,reste,BEFORE,minilaparotomie,,,,,,,,
14,73,FR100092,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],appendicite,CONTAINS,étude,BEFORE,suites,,,,,,,,
14,73,FR100092,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],minilaparotomie,CONTAINS,reste,BEFORE,étude,,,,,,,,
14,73,FR100092,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],sensibilité,CONTAINS,examen,BEFORE,examen,,,,,,,,
14,73,FR100092,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],grossesse,CONTAINS,tableau,BEFORE,reste,,,,,,,,
14,73,FR100120,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],retard,CONTAINS,rattaché,BEFORE,traitement,,,,,,,,
14,73,FR100120,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],retard,CONTAINS,rattaché,BEFORE,traitées,,,,,,,,
14,73,FR100120,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],examen,CONTAINS,reste,BEFORE,bilan,,,,,,,,
14,73,FR100120,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],examen,CONTAINS,reste,BEFORE,traitement,,,,,,,,
14,73,FR100130,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],changements,CONTAINS,examen,BEFORE,imagerie,,,,,,,,
14,73,FR100130,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],lombalgies,CONTAINS,admis,BEFORE,plaignait,,,,,,,,
14,73,FR100130,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],apyrétique,CONTAINS,examen,BEFORE,biologie,,,,,,,,
14,73,FR100130,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],glycémie,CONTAINS,suspectée,BEFORE,bilan,,,,,,,,
14,73,FR100130,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],sensibilité,CONTAINS,examen,BEFORE,biologie,,,,,,,,
14,73,FR100130,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],marqueurs,CONTAINS,bilan,BEFORE,suspectée,,,,,,,,
14,73,FR100130,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],activité,CONTAINS,électromyogramme,BEFORE,confirmé,,,,,,,,
14,73,FR100130,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],marche,CONTAINS,examen,BEFORE,imagerie,,,,,,,,
14,73,FR100130,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],contracture,CONTAINS,admis,BEFORE,plaignait,,,,,,,,
14,73,FR100130,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],réflexes,CONTAINS,examen,BEFORE,biologie,,,,,,,,
14,73,FR100130,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],état,CONTAINS,examen,BEFORE,biologie,,,,,,,,
14,73,FR100132,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],perdu,CONTAINS,palpation,BEFORE,histologie,,,,,,,,
14,73,FR100132,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],examen,CONTAINS,palpation,BEFORE,histologie,,,,,,,,
14,73,FR100132,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],baisse,CONTAINS,consultation,BEFORE,examen,,,,,,,,
14,73,FR100132,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],amas,CONTAINS,histologie,BEFORE,examen,,,,,,,,
14,73,FR100132,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],baisse,CONTAINS,examen,BEFORE,écho-Doppler,,,,,,,,
14,73,FR100142,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],lésions,CONTAINS,examen,BEFORE,électrophorèse,,,,,,,,
14,73,FR100142,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],taux,CONTAINS,électrophorèse,BEFORE,scanner,,,,,,,,
14,73,FR100142,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],taux,CONTAINS,fibroscopie,BEFORE,biopsie,,,,,,,,
14,73,FR100142,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],anémie,CONTAINS,examen,BEFORE,électrophorèse,,,,,,,,
14,73,FR100142,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],hypergammaglobulinémie,CONTAINS,électrophorèse,BEFORE,scanner,,,,,,,,
14,73,FR100142,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],altération,CONTAINS,examen,BEFORE,électrophorèse,,,,,,,,
14,73,FR100142,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],tuberculose,CONTAINS,biopsie,BEFORE,mis,,,,,,,,
14,73,FR100142,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],éléments,CONTAINS,biopsie,BEFORE,étude,,,,,,,,
14,73,FR100142,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],adénopathies,CONTAINS,examen,BEFORE,électrophorèse,,,,,,,,
14,73,FR100142,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],marquage,CONTAINS,étude,BEFORE,sérologie,,,,,,,,
14,73,FR100142,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],marqueurs,CONTAINS,électrophorèse,BEFORE,scanner,,,,,,,,
14,73,FR100142,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],prolifération,CONTAINS,biopsie,BEFORE,étude,,,,,,,,
14,73,FR100161,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],sérologie,CONTAINS,examens,BEFORE,radiographie,,,,,,,,
14,73,FR100161,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],cytolyse,CONTAINS,examens,BEFORE,radiographie,,,,,,,,
14,73,FR100168,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],hémoglobine,CONTAINS,bilan,BEFORE,tests,,,,,,,,
14,73,FR100168,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],plaquettes,CONTAINS,bilan,BEFORE,tests,,,,,,,,
14,73,FR100168,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],suites,CONTAINS,bilan,BEFORE,tests,,,,,,,,
14,73,FR100168,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],hémoglobine,CONTAINS,bilan,BEFORE,dissection,,,,,,,,
14,73,FR100168,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],fibrinogène,CONTAINS,bilan,BEFORE,tests,,,,,,,,
14,73,FR100168,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],taux,CONTAINS,bilan,BEFORE,dissection,,,,,,,,
14,73,FR100168,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],taux,CONTAINS,bilan,BEFORE,tests,,,,,,,,
14,73,FR100168,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],plaquettes,CONTAINS,bilan,BEFORE,dissection,,,,,,,,
14,73,FR100168,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],temps,CONTAINS,bilan,BEFORE,dissection,,,,,,,,
14,73,FR100185,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],abolition,CONTAINS,Electromyogramme,BEFORE,IRM,,,,,,,,
14,73,FR100185,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],accuse,CONTAINS,Electromyogramme,BEFORE,IRM,,,,,,,,
14,73,FR100255,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],bruits,CONTAINS,examen,BEFORE,échographie,,,,,,,,
14,73,FR100255,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],pression,CONTAINS,examen,BEFORE,examen,,,,,,,,
14,73,FR100255,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],fréquence,CONTAINS,examen,BEFORE,examen,,,,,,,,
14,73,FR100255,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],primipare,CONTAINS,admise,BEFORE,examen,,,,,,,,
14,73,FR100255,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],SpO2,CONTAINS,examen,BEFORE,examen,,,,,,,,
14,73,FR100255,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],analgésie,CONTAINS,expulsé,BEFORE,contrôle,,,,,,,,
14,73,FR100255,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],score,CONTAINS,examen,BEFORE,examen,,,,,,,,
14,73,FR100255,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],crise,CONTAINS,admise,BEFORE,examen,,,,,,,,
14,73,FR100255,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],emphysème,CONTAINS,examen,BEFORE,examen,,,,,,,,
14,73,FR100255,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],grossesse,CONTAINS,admise,BEFORE,examen,,,,,,,,
14,73,FR100255,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],diminution,CONTAINS,contrôle,BEFORE,quitté,,,,,,,,
14,73,FR100255,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],emphysème,CONTAINS,radio,BEFORE,TDM,,,,,,,,
14,73,FR100255,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],diminution,CONTAINS,examen,BEFORE,examen,,,,,,,,
14,73,FR100275,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],matières,CONTAINS,arrivée,BEFORE,établi,,,,,,,,
14,73,FR100275,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],crise,CONTAINS,pris,BEFORE,électroencéphalogramme,,,,,,,,
14,73,FR100275,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],crise,CONTAINS,pris,BEFORE,instauré,,,,,,,,
14,73,FR100275,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],mort,CONTAINS,établi,BEFORE,manœuvres,,,,,,,,
14,73,FR100275,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],ouverts,CONTAINS,arrivée,BEFORE,établi,,,,,,,,
14,73,FR100275,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],mort,CONTAINS,posé,BEFORE,majorée,,,,,,,,
14,73,FR100275,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],mort,CONTAINS,posé,BEFORE,pris,,,,,,,,
14,73,FR100276,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],aplasie,CONTAINS,accouchement,BEFORE,poids,,,,,,,,
14,73,FR100276,[EVENT_BEFORE_ACTUAL_POS] --(CONTAINS)--> [EVENT_BEFORE_ACTUAL_POS] | [EVENT_BEFORE_ACTUAL_POS] --(BEFORE)--> [EVENT_BEFORE_ACTUAL_POS],aplasie,CONTAINS,accouchement,BEFORE,reste,,,,,,,,
