doc,mention_id,texte_maillon,tete_lexicale,nature,fonction
EN100017,c41,a urine dipstick,dipstick,SNind,OD
EN100017,c42,three pluses of proteinurea,pluses,SNnum,OD
EN100017,c33,proteinurea,proteinurea,SN∅,autre
EN100017,c44,urinary protein,protein,SN∅,Obl
EN100017,c43,≥3g urinary protein per day,protein,SN∅,Obl
EN100017,c45,day,day,SN∅,autre
EN100017,c47,Lab,Lab,SN∅,autre
EN100017,c49,serum albumin,albumin,SN∅,autre
EN100017,c48,the measurement of serum albumin,measurement,SNdef,autre
EN100017,c46,Lab facilities for the measurement of serum albumin,facilities,SN∅,Suj
EN100017,c51,nephrotic syndrome,syndrome,SN∅,autre
EN100017,c50,The diagnosis of nephrotic syndrome,diagnosis,SNdef,Suj
EN100017,c1,the patient,patient,SNdef,Suj
EN100017,c54,prednisolone,prednisolone,SN∅,autre
EN100017,c53,prednisolone 60 mg / day,prednisolone,SN∅,autre
EN100017,c55,day,day,SN∅,autre
EN100017,c56,Enalapril 2.5 mg,Enalapril,Np,autre
EN100017,c52,"a course of prednisolone 60 mg / day , Enalapril 2.5 mg daily",course,SNind,Obl
EN100017,c57,anti-malarial treatment,treatment,SN∅,autre
EN100017,c59,bacterial infections,infections,SN∅,OD
EN100017,c58,empirical broad spectrum IV antibiotics to cover bacterial infections,antibiotics,SN∅,autre
EN100017,c60,a salt - restricted diet,diet,SNind,autre
EN100017,c61,day 3 of admission,day,SNnum,Obl
EN100017,c62,admission,admission,SN∅,autre
EN100017,c1,he,he,Pro,Suj
EN100017,c63,a clinical response to treatment,response,SNind,OD
EN100017,c52,treatment,treatment,SN∅,autre
EN100017,c17,the facial oedema,oedema,SNdef,Suj
EN100017,c22,ascites,ascites,SN∅,autre
EN100017,c13,BP,BP,SN∅,autre
EN100017,c40,Urinalysis,Urinalysis,SN∅,Suj
EN100017,c64,two pluses of proteinurea,pluses,SNnum,OD
EN100017,c33,proteinurea,proteinurea,SN∅,autre
EN100017,c65,day,day,SN∅,autre
EN100017,c64,0.5 - 1.0 gram per day per day,gram,SNnum,autre
EN100017,c66,day,day,SN∅,autre
EN100017,c1,The child,child,SNdef,Suj
EN100017,c67,a moderate headache,headache,SNind,Obl
EN100017,c68,fever,fever,SN∅,OD
EN100017,c69,meningism,meningism,SN∅,autre
EN100017,c70,focal neurological signs,signs,SN∅,autre
EN100017,c1,He,He,Pro,Suj
EN100017,c71,oral paracetamol,paracetamol,SN∅,Obl
EN100017,c72,The next morning,morning,SNdef,Obl
EN100017,c72,day 4 of admission,day,SNnum,autre
EN100017,c62,admission,admission,SN∅,autre
EN100017,c1,his,his,Pro,autre
EN100017,c73,his symptoms,symptoms,SN∅,Suj
EN100017,c1,his,his,Pro,autre
EN100017,c67,his headache,headache,SN∅,Suj
EN100017,c1,he,he,Pro,Suj
EN100017,c75,both eyes,eyes,SNind,autre
EN100017,c74,pain behind both eyes,pain,SN∅,OD
EN100017,c1,he,he,Pro,Suj
EN100017,c12,Examination,Examination,SN∅,Suj
EN100017,c76,a right VI nerve palsy,palsy,SNind,OD
EN100017,c77,diplopia,diplopia,SN∅,autre
EN100017,c79,the right ear,ear,SNdef,autre
EN100017,c80,some hearing loss,loss,SNind,autre
EN100017,c78,"tinnitus in the right ear , with some hearing loss",tinnitus,SN∅,autre
EN100017,c1,He,He,Pro,Suj
EN100017,c81,a generalised seizure,seizure,SNind,OD
EN100017,c50,Diagnosis,Diagnosis,SN∅,Suj
EN100017,c82,commencement of treatment,commencement,SN∅,autre
EN100017,c52,treatment,treatment,SN∅,autre
EN100017,c86,MRI,MRI,SN∅,autre
EN100017,c88,brain,brain,SN∅,autre
EN100017,c87,brain imaging,brain,SN∅,autre
EN100017,c85,CT / MRI brain imaging facilities,facilities,SN∅,autre
EN100017,c89,the local district,district,SNdef,autre
EN100017,c84,CT / MRI brain imaging facilities in the local district,facilities,SN∅,autre
EN100017,c83,the absence of CT / MRI brain imaging facilities in the local district,absence,SNdef,Obl
EN100017,c1,the child 's,child,SNdef,autre
EN100017,c51,the child 's nephrotic status,status,SNdef,autre
EN100017,c70,focal neurological signs,signs,SN∅,autre
EN100017,c90,we,we,Pro,Suj
EN100017,c92,cerebral venous thrombosis,thrombosis,SN∅,autre
EN100017,c91,a high suspicion of cerebral venous thrombosis,suspicion,SNind,OD
EN100017,c93,a presumptive diagnosis,diagnosis,SNind,OD
EN100017,c1,The child,child,SNdef,Suj
EN100017,c95,high dose subcutaneous unfractionated heparin,heparin,SN∅,Obl
EN100017,c94,The child was started on high dose subcutaneous unfractionated heparin daily,started,Autre,autre
EN100017,c94,This decision,decision,SNdem,Suj
EN100017,c96,it,it,Pro,autre
EN100017,c97,the advantages,advantages,SNdef,Suj
EN100017,c98,the risks,risks,SNdef,OD
EN100017,c96,that the advantages surpassed the risks,surpassed,Autre,autre
EN100017,c1,He,He,Pro,Suj
EN100017,c99,dexamethasone,dexamethasone,SN∅,OD
EN100017,c100,high flow oxygen,oxygen,SN∅,autre
EN100017,c102,the head,head,SNdef,autre
EN100017,c103,45 degrees,degrees,SNnum,autre
EN100017,c101,elevation of the head to 45 degrees,elevation,SN∅,autre
EN100017,c105,raised intracranial pressure,pressure,SN∅,autre
EN100017,c104,features of raised intracranial pressure,features,SN∅,OD
EN100017,c106,day 6 of admission,day,SNnum,Obl
EN100017,c62,admission,admission,SN∅,autre
EN100017,c1,his,his,Pro,autre
EN100017,c67,his headache,headache,SN∅,Suj
EN100017,c1,his,his,Pro,autre
EN100017,c70,his focal neurological signs,signs,SN∅,Suj
EN100017,c1,He,He,Pro,Suj
EN100017,c76,a partial right VI nerve palsy,palsy,SNind,OD
EN100017,c107,a convergent squint,squint,SNind,autre
EN100017,c1,His,His,Pro,autre
EN100017,c17,His oedema,oedema,SN∅,Suj
EN100017,c108,day 10 of treatment,day,SNnum,Obl
EN100017,c52,treatment,treatment,SN∅,autre
EN100017,c1,he,he,Pro,Suj
EN100017,c109,day 18,day,SNnum,Obl
EN100017,c1,He,He,Pro,Suj
EN100017,c53,prednisolone 60 mg daily,prednisolone,Np,OD
EN100017,c110,a total of 6 weeks,total,SNind,Obl
EN100017,c112,40 mg,mg,SNnum,autre
EN100017,c113,alternate days,days,SN∅,Obl
EN100017,c111,a reduced dose of 40 mg on alternate days,dose,SNind,Obl
EN100017,c114,6 weeks,weeks,SNnum,Obl
EN100017,c116,12 weeks,weeks,SNnum,autre
EN100017,c115,12 weeks follow - up,up,Autre,Obl
EN100017,c1,his,his,Pro,autre
EN100017,c40,his urinalysis,urinalysis,SN∅,Suj
EN100017,c117,a trace proteinurea,proteinurea,SNind,OD
EN100017,c1,he,he,Pro,Suj
EN100017,c118,remission,remission,SN∅,Obl
EN100022,c1,A 60 year - old man,man,SNind,Suj
EN100022,c2,an outside institution,institution,SNind,Obl
EN100022,c3,septic shock with hematesis,shock,SN∅,Obl
EN100022,c4,hematesis,hematesis,SN∅,autre
EN100022,c1,He,He,Pro,Suj
EN100022,c6,diabetes mellitus,mellitus,SN∅,autre
EN100022,c5,"a medical history of diabetes mellitus , hypertension",history,SNind,OD
EN100022,c7,hypertension,hypertension,SN∅,autre
EN100022,c1,he,he,Pro,Suj
EN100022,c8,right leg,leg,SN∅,OD
EN100022,c9,trans- femoral amputation,amputation,SN∅,autre
EN100022,c10,diabetic arteriopathy,arteriopathy,SN∅,Obl
EN100022,c11,six months,months,SNnum,autre
EN100022,c13,venous thrombosis,thrombosis,SN∅,Obl
EN100022,c12,admission complicated by venous thrombosis,admission,SN∅,Obl
EN100022,c14,Home medications,medications,SN∅,Suj
EN100022,c15,daily pioglitazone,pioglitazone,SN∅,OD
EN100022,c16,atenolol,atenolol,SN∅,autre
EN100022,c17,furosemide,furosemide,SN∅,autre
EN100022,c19,poor compliance,compliance,SN∅,autre
EN100022,c18,anticoagulant with poor compliance,anticoagulant,SN∅,autre
EN100022,c20,Initial examination,examination,SN∅,Suj
EN100022,c3,septic shock,shock,SN∅,autre
EN100022,c21,state of septic shock,state,SN∅,autre
EN100022,c1,a patient in state of septic shock,patient,SNind,OD
EN100022,c22,respiratory rate,rate,SN∅,autre
EN100022,c23,28 cycles per min,cycles,SNnum,autre
EN100022,c24,min,min,SN∅,autre
EN100022,c1,his,his,Pro,autre
EN100022,c25,his pulse,pulse,SN∅,Suj
EN100022,c27,120 beats / min,beats,SNnum,autre
EN100022,c24,min,min,SN∅,autre
EN100022,c28,temperature,temperature,SN∅,autre
EN100022,c29,39° C,C,SNnum,autre
EN100022,c31,blood,blood,SN∅,autre
EN100022,c30,blood pressure,pressure,SN∅,autre
EN100022,c32,70 / 40 mmHg,mmHg,SNnum,autre
EN100022,c26,"an apical rate of 120 beats / min , temperature 39° C , blood pressure 70 / 40 mmHg",rate,SNind,Obl
EN100022,c1,he,he,Pro,Suj
EN100022,c9,amputation,amputation,SN∅,autre
EN100022,c34,peripheral pulse,pulse,SN∅,Suj
EN100022,c33,necrotic and suppurative amputation stump with peripheral pulse abolished,stump,SN∅,OD
EN100022,c1,Patient,Patient,SN∅,Suj
EN100022,c35,oxygen,oxygen,SN∅,OD
EN100022,c36,fluids,fluids,SN∅,autre
EN100022,c37,antibiotics,antibiotics,SN∅,autre
EN100022,c38,drugs,drugs,SN∅,autre
EN100022,c30,blood pressure,pressure,SN∅,OD
EN100022,c39,Six hours,hours,SNnum,Obl
EN100022,c1,the patient,patient,SNdef,Suj
EN100022,c4,a single episode of hematemesis,episode,SNind,OD
EN100022,c40,melena,melena,SN∅,Suj
EN100022,c41,abdominal pain,pain,SN∅,autre
EN100022,c1,He,He,Pro,Suj
EN100022,c44,alcohol,alcohol,SN∅,autre
EN100022,c43,alcohol use,use,SN∅,autre
EN100022,c46,liver,liver,SN∅,autre
EN100022,c45,liver disease,disease,SN∅,autre
EN100022,c47,varices,varices,SN∅,autre
EN100022,c48,peptic ulcer disease,disease,SN∅,autre
EN100022,c49,abdominal aortic surgery,surgery,SN∅,autre
EN100022,c51,nonsteroidal anti inflammatory drug,nonsteroidal,Autre,autre
EN100022,c50,nonsteroidal anti inflammatory drug use,use,SN∅,autre
EN100022,c52,gastroparesis,gastroparesis,SN∅,autre
EN100022,c54,GI,GI,SN∅,autre
EN100022,c53,previous GI bleeding,bleeding,SN∅,autre
EN100022,c42,"no history of alcohol use , liver disease , varices , peptic ulcer disease , abdominal aortic surgery , nonsteroidal anti inflammatory drug use , gastroparesis , or previous GI bleeding",history,SNind,OD
EN100022,c55,Physical examination,examination,SN∅,Suj
EN100022,c56,Pertinent laboratory studies,studies,SN∅,Suj
EN100022,c58,hemoglobin,hemoglobin,SN∅,autre
EN100022,c59,10 g / dL,g,SNnum,autre
EN100022,c60,platelet count,count,SN∅,Suj
EN100022,c62,"1 ,2 g/l",g/l,SNnum,autre
EN100022,c61,"blood urea of 1 ,2 g/l",urea,SN∅,autre
EN100022,c62,"0,18 - 0,45 g/L",g/L,SNnum,autre
EN100022,c64,creatinine,creatinine,SN∅,autre
EN100022,c65,68 mg/L,mg/L,SNnum,autre
EN100022,c63,a creatinine level of 68 mg/L,level,SNind,autre
EN100022,c63,7 - 13 mg / L,mg,SNnum,autre
EN100022,c57,"a hemoglobin level of 10 g / dL , platelet count was normal , blood urea of 1 ,2 g/l ( 0,18 - 0,45 g/L ) , and a creatinine level of 68 mg/L ( 7 - 13 mg / L )",level,SNind,OD
EN100022,c66,hemodynamic stabilization,stabilization,SN∅,Obl
EN100022,c67,an oesophageo - gastro - duodenoscopy,duodenoscopy,SNind,Suj
EN100022,c69,the esophagus,esophagus,SNdef,autre
EN100022,c68,The upper third of the esophagus,third,SNdef,Suj
EN100022,c70,the middle and lower third,third,SNdef,Suj
EN100022,c71,circumferential black pigmentation,pigmentation,SN∅,OD
EN100022,c72,the mucosa,mucosa,SNdef,Suj
EN100022,c74,the same color,color,SNdef,autre
EN100022,c75,diffuse bleeding,bleeding,SN∅,Obl
EN100022,c73,an exudate of the same color associated with diffuse bleeding,exudate,SNind,Obl
EN100022,c76,Gastric mucosa,mucosa,SN∅,Suj
EN100022,c77,direct vision,vision,SN∅,Obl
EN100022,c78,retrovision,retrovision,SN∅,Obl
EN100022,c79,the bulb,bulb,SNdef,Suj
EN100022,c80,duodenum,duodenum,SN∅,autre
EN100022,c81,Biopsie specimens,specimens,SN∅,Suj
EN100022,c82,necrotic debris,debris,SN∅,OD
EN100022,c84,a local inflammatory response,response,SNind,autre
EN100022,c83,mucosal submucosal necrosis with a local inflammatory response,necrosis,SN∅,autre
EN100022,c3,this condition,condition,SNdem,autre
EN100022,c85,The treatment of this condition,treatment,SNdef,Suj
EN100022,c86,continuous high dose omeprazole,omeprazole,SN∅,OD
EN100022,c86,8 mg / h,mg,SNnum,autre
EN100022,c87,h,h,SN∅,autre
EN100022,c89,80 mg,mg,SNnum,autre
EN100022,c88,bolus of 80 mg,bolus,SN∅,autre
EN100022,c90,total parenteral nutrition,nutrition,SN∅,autre
EN100022,c1,The patient,patient,SNdef,Suj
EN100022,c91,further hematemesis,hematemesis,SN∅,OD
EN100022,c40,melena,melena,SN∅,autre
EN100022,c83,the necrosis,necrosis,SNdef,autre
EN100022,c92,the severity of the necrosis,severity,SNdef,Obl
EN100022,c1,his,his,Pro,autre
EN100022,c3,his condition,condition,SN∅,autre
EN100022,c93,deterioration of his condition,deterioration,SN∅,autre
EN100022,c94,persistent sepsis,sepsis,SN∅,autre
EN100022,c1,he,he,Pro,Suj
EN100022,c95,the same day,day,SNdef,Obl
EN100024,c3,our,our,Pro,autre
EN100024,c2,our unit,unit,SN∅,Obl
EN100024,c6,coronary artery,artery,SN∅,autre
EN100024,c5,coronary artery bypass grafting,grafting,SN∅,autre
EN100024,c4,consideration for coronary artery bypass grafting,consideration,SN∅,autre
EN100024,c1,The patient referred to our unit for consideration for coronary artery bypass grafting,patient,SNdef,Suj
EN100024,c7,Ischaemic Heart Disease,Disease,Np,Obl
EN100024,c7,IHD,IHD,Np,autre
EN100024,c9,cardiology,cardiology,SN∅,autre
EN100024,c8,a private cardiology facility in Lagos,facility,SNind,Obl
EN100024,c1,a 56 year old teacher who had been managed for Ischaemic Heart Disease ( IHD ) at a private cardiology facility in Lagos,teacher,SNind,autre
EN100024,c10,Lagos,Lagos,Np,autre
EN100024,c1,She,She,Pro,Suj
EN100024,c11,July 2009,July,Np,Obl
EN100024,c12,2009,2009,Autre,autre
EN100024,c7,IHD,IHD,Np,Obl
EN100024,c14,angina class III,class,SNnum,autre
EN100024,c15,Canadian Cardiovascular society,society,SN∅,autre
EN100024,c14,Canadian Cardiovascular society classification,classification,SN∅,autre
EN100024,c16,medical therapy,therapy,SN∅,Obl
EN100024,c13,a history suggestive of IHD and angina class III ( Canadian Cardiovascular society classification ) which was worsening despite medical therapy,history,SNind,Obl
EN100024,c17,Coronary angiography done,angiography,SN∅,Suj
EN100024,c20,the Left Descending Coronary Artery,Artery,Np,autre
EN100024,c19,the mid portion of the Left Descending Coronary Artery,portion,SNdef,autre
EN100024,c20,LAD,LAD,Np,autre
EN100024,c21,the proximal Circumflex Coronary Artery,Artery,Np,autre
EN100024,c18,significant lesions in the mid portion of the Left Descending Coronary Artery ( LAD ) and the proximal Circumflex Coronary Artery,lesions,SN∅,OD
EN100024,c21,Cx,Cx,Np,autre
EN100024,c22,The Right Coronary Artery,Artery,Np,Suj
EN100024,c23,some minor irregularities,irregularities,SNind,autre
EN100024,c22,a dominant artery with some minor irregularities,artery,SNind,autre
EN100024,c20,the LAD,LAD,SNdef,autre
EN100024,c24,Percutaneous transluminal coronary angioplasty of both the LAD and Cx,angioplasty,SN∅,Suj
EN100024,c21,Cx,Cx,SN∅,autre
EN100024,c26,3.0 mm Drug Eluting Stent,Stent,SNnum,Suj
EN100024,c20,the LAD,LAD,SNdef,OD
EN100024,c21,the Cx,Cx,SNdef,Suj
EN100024,c27,a 3.0 mm,a,Autre,autre
EN100024,c25,A 3.0 mm Drug Eluting Stent was deployed to stent the LAD and the Cx was stented with a 3.0 mm Bare Metal Stent,deployed,Autre,autre
EN100024,c1,The patient,patient,SNdef,Suj
EN100024,c28,one year,year,SNnum,Obl
EN100024,c29,July 2010,July,Np,Obl
EN100024,c30,2010,2010,Autre,autre
EN100024,c14,angina class III,class,SNnum,Obl
EN100024,c31,Repeat coronary angiogram,angiogram,SN∅,Suj
EN100024,c32,both stents,stents,SNind,Suj
EN100024,c33,no new coronary lesion,lesion,SNind,Suj
EN100024,c1,She,She,Pro,Suj
EN100024,c16,medical therapy,therapy,SN∅,Obl
EN100024,c1,she,she,Pro,Suj
EN100024,c34,November 2011,November,Np,Obl
EN100024,c35,2011,2011,Autre,autre
EN100024,c36,this time,time,SNdem,autre
EN100024,c37,unstable angina,angina,SN∅,Obl
EN100024,c38,An urgent coronary angiogram carried out,angiogram,SNind,Suj
EN100024,c32,the previous stents,stents,SNdef,Suj
EN100024,c40,left main stem,left,Autre,autre
EN100024,c39,a 50 % left main stem stenosis,stenosis,SNind,autre
EN100024,c20,LAD,LAD,SN∅,autre
EN100024,c41,a 95 % proximal LAD stenosis,stenosis,SNind,autre
EN100024,c1,She,She,Pro,Suj
EN100024,c42,surgical revascularization,revascularization,SN∅,Obl
EN100024,c43,Physical examination on admission,examination,SN∅,Suj
EN100024,c44,admission,admission,SN∅,autre
EN100024,c46,32 kg / m 2,kg,SNnum,autre
EN100024,c45,a body mass index of 32 kg / m 2,index,SNind,Obl
EN100024,c1,a middle aged woman who was clinically obese with a body mass index of 32 kg / m 2,woman,SNind,OD
EN100024,c47,no significant physical findings,findings,SNind,Suj
EN100024,c48,Associated risk factors,factors,SN∅,Suj
EN100024,c49,intermittent claudication,claudication,SN∅,autre
EN100024,c50,Ankle - Brachial Index,Index,SN∅,Suj
EN100024,c50,0.57,0.57,Autre,autre
EN100024,c51,bilateral carotid bruits,bruits,SN∅,autre
EN100024,c52,poorly controlled diabetes mellitus,mellitus,SN∅,autre
EN100024,c53,hyperlipidemia,hyperlipidemia,SN∅,autre
EN100024,c1,Her,Her,Pro,autre
EN100024,c54,Her calculated euroscore,euroscore,SN∅,Suj
EN100024,c54,6,6,Autre,autre
EN100024,c55,Medications on admission,Medications,SN∅,Suj
EN100024,c44,admission,admission,SN∅,autre
EN100024,c56,Aspirin,Aspirin,Np,autre
EN100024,c57,Glyceryl trinitrate sublingual spray,spray,SN∅,autre
EN100024,c58,Metformin,Metformin,Np,autre
EN100024,c59,Glibenclamide,Glibenclamide,Np,autre
EN100024,c60,Fluvastatin,Fluvastatin,Np,autre
EN100024,c61,Metoprolol,Metoprolol,Np,autre
EN100024,c62,Isosorbide Dinitrate,Dinitrate,Np,autre
EN100024,c55,"Aspirin , Glyceryl trinitrate sublingual spray , Metformin , Glibenclamide , Fluvastatin , Metoprolol and Isosorbide Dinitrate",Aspirin,Np,autre
EN100024,c63,Investigations done,Investigations,SN∅,Suj
EN100024,c65,good left ventricular ejection fraction,fraction,SN∅,OD
EN100024,c67,ventricular dysfunction,dysfunction,SN∅,autre
EN100024,c66,no evidence of ventricular dysfunction,evidence,SNind,Obl
EN100024,c64,transthoracic echocardiogram which showed good left ventricular ejection fraction with no evidence of ventricular dysfunction,echocardiogram,SN∅,OD
EN100024,c69,Chest,Chest,SN∅,autre
EN100024,c68,Chest radiogram,radiogram,SN∅,Suj
EN100024,c70,12 lead electrocardiogram,electrocardiogram,SNnum,autre
EN100024,c72,pulmonary function,function,SN∅,autre
EN100024,c71,pulmonary function tests,tests,SN∅,autre
EN100024,c74,blood,blood,SN∅,autre
EN100024,c73,All blood parameters,parameters,SNind,Suj
EN100024,c75,acceptable limits,limits,SN∅,autre
EN100024,c1,her,her,Pro,autre
EN100024,c17,her coronary angiogram,angiogram,SN∅,autre
EN100024,c76,review of her coronary angiogram,review,SN∅,Obl
EN100024,c1,she,she,Pro,Suj
EN100024,c20,the LAD,LAD,SNdef,autre
EN100024,c5,single vessel grafting of the LAD,grafting,SN∅,Obl
EN100024,c77,off pump,pump,SN∅,autre
EN100024,c5,an off pump procedure,procedure,SNind,Obl
EN100024,c5,Surgery,Surgery,SN∅,Suj
EN100024,c34,November 2011,November,Np,Obl
EN100024,c35,2011,2011,Autre,autre
EN100024,c79,cardiopulmonary bypass,bypass,SN∅,autre
EN100024,c78,The cardiopulmonary bypass circuit,circuit,SNdef,Suj
EN100024,c80,median sternotomy,sternotomy,SN∅,Obl
EN100024,c82,the Left Internal Mammary Artery,Artery,Np,autre
EN100024,c81,harvesting of the Left Internal Mammary Artery,harvesting,SN∅,autre
EN100024,c82,LIMA,LIMA,Np,autre
EN100024,c84,Octopus 3,Octopus,Np,autre
EN100024,c77,Off - pump,pump,SN∅,autre
EN100024,c83,the Octopus 3 Off - pump stabilizer,stabilizer,SNdef,Suj
EN100024,c85,foot plate,plate,SN∅,autre
EN100024,c86,the anterior myocardial surface,surface,SNdef,OD
EN100024,c20,the LAD,LAD,SNdef,autre
EN100024,c87,good visualization of the LAD,visualization,SN∅,Obl
EN100024,c88,2.5 mm,mm,SNnum,autre
EN100024,c20,a 2.5 mm vessel,vessel,SNind,autre
EN100024,c89,an arteriotomy,arteriotomy,SNind,Suj
EN100024,c20,its,its,Pro,autre
EN100024,c19,The LAD which was a 2.5 mm vessel was snugged proximally and an arteriotomy performed in its mid-portion,snugged,Autre,autre
EN100024,c89,arteriotomy,arteriotomy,SN∅,autre
EN100024,c19,The arteriotomy site,site,SNdef,Suj
EN100024,c91,CO2,CO2,SN∅,autre
EN100024,c90,CO2 insufflation,insufflation,SN∅,Obl
EN100024,c92,an improvised blow - mister,mister,SNind,Obl
EN100024,c82,LIMA,LIMA,Np,autre
EN100024,c20,LAD,LAD,SN∅,autre
EN100024,c93,The LIMA to LAD anastomosis,anastomosis,SNdef,Suj
EN100024,c94,6 - 0 prolene suture,suture,SNnum,Obl
EN100024,c93,The procedure,procedure,SNdef,Suj
EN100024,c1,the patient,patient,SNdef,Suj
EN100024,c95,the Intensive Care Unit,Unit,Np,Obl
EN100024,c96,minimal inotropic support,support,SN∅,Obl
EN100024,c1,She,She,Pro,Suj
EN100024,c97,the ventilator,ventilator,SNdef,Obl
EN100024,c98,4 hours,hours,SNnum,Obl
EN100024,c96,inotropic support,support,SN∅,Suj
EN100024,c99,24 hours,hours,SNnum,Obl
EN100024,c100,Postoperative recovery,recovery,SN∅,Suj
EN100024,c102,glycaecmic control,control,SN∅,OD
EN100024,c101,the need to achieve glycaecmic control,need,SNdef,Obl
EN100024,c1,She,She,Pro,Suj
EN100024,c103,home,home,Autre,autre
EN100024,c104,2 weeks,weeks,SNnum,Obl
EN100024,c1,She,She,Pro,Suj
EN100024,c105,clinic,clinic,SN∅,Obl
EN100024,c37,angina,angina,SN∅,Obl
EN100029,c3,moderate persistent allergic asthma,asthma,SN∅,autre
EN100029,c2,a history of moderate persistent allergic asthma,history,SNind,autre
EN100029,c1,A 17 year - old woman with a history of moderate persistent allergic asthma,woman,SNind,Suj
EN100029,c5,desensitization,desensitization,SN∅,autre
EN100029,c4,a first desensitization protocol,protocol,SNind,Obl
EN100029,c6,age 3,age,SNnum,Obl
EN100029,c4,The protocol,protocol,SNdef,Suj
EN100029,c7,4 years,years,SNnum,Obl
EN100029,c9,skin,skin,SN∅,autre
EN100029,c8,a mild skin reaction,reaction,SNind,Obl
EN100029,c1,Her,Her,Pro,autre
EN100029,c10,Her doctor,doctor,SN∅,Suj
EN100029,c11,the specific immunotherapy,immunotherapy,SNdef,OD
EN100029,c12,another doctor,doctor,SNind,Suj
EN100029,c5,desensitization,desensitization,SN∅,autre
EN100029,c14,age 16,age,SNnum,Obl
EN100029,c13,a new protocol of desensitization at age 16 against pollens,protocol,SNind,OD
EN100029,c15,pollens,pollens,SN∅,Obl
EN100029,c12,his,his,Pro,autre
EN100029,c18,his condition,condition,SN∅,autre
EN100029,c17,control of his condition,control,SN∅,autre
EN100029,c16,a lack of control of his condition,lack,SNind,Obl
EN100029,c1,She,She,Pro,Suj
EN100029,c1,she,she,Pro,Suj
EN100029,c19,no medication,medication,SNind,OD
EN100029,c1,she,she,Pro,Suj
EN100029,c20,one year,year,SNnum,Obl
EN100029,c1,she,she,Pro,Suj
EN100029,c21,a new regimen of pneumallergens,regimen,SNind,OD
EN100029,c22,pneumallergens,pneumallergens,SN∅,autre
EN100029,c21,"Alustal® Stallergenes SA , France",SA,Np,autre
EN100029,c23,France,France,Np,autre
EN100029,c24,12 hours,hours,SNnum,autre
EN100029,c25,initiation of treatment,initiation,SN∅,Obl
EN100029,c13,treatment,treatment,SN∅,autre
EN100029,c1,she,she,Pro,Suj
EN100029,c26,abdominal pain,pain,SN∅,Obl
EN100029,c27,vomiting,vomiting,SN∅,autre
EN100029,c28,diarrhea,diarrhea,SN∅,autre
EN100029,c29,fever,fever,SN∅,autre
EN100029,c30,Several hours,hours,SN∅,Obl
EN100029,c1,she,she,Pro,Suj
EN100029,c32,a surgical emergency,emergency,SNind,Suj
EN100029,c31,the emergency department where a surgical emergency was ruled out,department,SNdef,Obl
EN100029,c1,She,She,Pro,Suj
EN100029,c34,internal medicine,medicine,SN∅,autre
EN100029,c33,the internal medicine ward,ward,SNdef,Obl
